GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0022301066,1610612741,CHI,Chicago,1630245,Ayo Dosunmu,Ayo,G,,31.000000:45,6.0,9.0,0.667,0.0,2.0,0.0,4.0,4.0,1.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,2.0,16.0,-27.0
0022301066,1610612741,CHI,Chicago,1629632,Coby White,Coby,G,,39.000000:28,6.0,16.0,0.375,3.0,9.0,0.333,3.0,5.0,0.6,0.0,2.0,2.0,9.0,0.0,0.0,2.0,5.0,18.0,-18.0
0022301066,1610612741,CHI,Chicago,1628470,Torrey Craig,Torrey,,,12.000000:20,2.0,3.0,0.667,1.0,2.0,0.5,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,7.0,0.0
0022301066,1610612741,CHI,Chicago,1641931,Onuralp Bitim,Onuralp,,,3.000000:49,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-9.0
0022301066,1610612741,CHI,Chicago,203083,Andre Drummond,Andre,,,17.000000:21,1.0,2.0,0.5,0.0,0.0,0.0,4.0,6.0,0.667,1.0,10.0,11.0,0.0,0.0,2.0,1.0,1.0,6.0,7.0
0022301066,1610612741,CHI,Chicago,1631207,Dalen Terry,Dalen,,,19.000000:09,2.0,4.0,0.5,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,4.0,12.0
0022301066,1610612741,CHI,Chicago,1629750,Javonte Green,Javonte,,,15.000000:59,3.0,4.0,0.75,1.0,2.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,7.0,2.0
0022301066,1610612741,CHI,Chicago,1630678,Terry Taylor,Terry,,,1.000000:05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0
0022301066,1610612741,CHI,Chicago,1628975,Jevon Carter,Jevon,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0022301066,1610612751,BKN,Brooklyn,1628969,Mikal Bridges,Mikal,F,,37.000000:56,8.0,15.0,0.533,7.0,11.0,0.636,2.0,2.0,1.0,1.0,2.0,3.0,3.0,4.0,0.0,0.0,2.0,25.0,16.0
